"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52","test with links","chromium","Mon Apr 28 09:50:32 GMT 2025","passed","Mon Apr 28 09:50:32 GMT 2025","","legacy.test.ts","",""
