"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50","test with links","chromium","Mon Apr 28 09:13:14 GMT 2025","passed","Mon Apr 28 09:13:14 GMT 2025","","legacy.test.ts","",""
